,Fallas
2997,9
2998,4
2999,4
3000,4
3001,2
3002,3
3003,1
3004,4
3005,5
3006,4
3007,3
3008,3
3009,2
3010,2
3011,4
3012,2
3013,3
3014,4
3015,2
3016,4
3017,3
3018,5
3019,4
3020,5
3021,4
3022,7
3023,3
3024,5
3025,7
3026,6
3027,3
3028,3
3029,1
3030,0
3031,2
3032,3
3033,6
3034,2
3035,3
3036,5
3037,4
3038,5
3039,3
3040,3
3041,4
3042,3
3043,7
3044,3
3045,1
3046,2
3047,6
3048,5
3049,8
3050,2
3051,3
3052,2
3053,5
3054,3
3055,2
3056,3
3057,1
3058,6
3059,2
3060,3
3061,7
3062,3
3063,6
3064,2
3065,2
3066,3
3067,6
3068,4
3069,6
3070,4
3071,5
3072,3
3073,5
3074,5
3075,2
3076,6
3077,3
3078,2
3079,8
3080,6
3081,3
3082,7
3083,5
3084,2
3085,5
3086,1
3087,3
3088,4
3089,5
3090,3
3091,6
3092,2
3093,1
3094,1
3095,2
3096,5
3097,5
3098,3
3099,5
3100,2
3101,5
3102,3
3103,8
3104,3
3105,2
3106,3
3107,1
3108,5
3109,6
3110,3
3111,1
3112,5
3113,2
3114,6
3115,4
3116,5
3117,1
3118,6
3119,4
3120,1
3121,3
3122,4
3123,5
3124,4
3125,2
3126,5
3127,6
3128,6
3129,2
3130,7
3131,3
3132,2
3133,6
3134,1
3135,2
3136,9
3137,4
3138,4
3139,9
3140,3
3141,3
3142,5
3143,3
3144,1
3145,4
3146,5
3147,3
3148,5
3149,3
3150,6
3151,5
3152,4
3153,2
3154,3
3155,4
3156,2
3157,6
3158,3
3159,3
3160,6
3161,8
3162,4
3163,3
3164,3
3165,3
3166,4
3167,2
3168,2
3169,4
3170,8
3171,6
3172,4
3173,2
3174,4
3175,5
3176,5
3177,5
3178,5
3179,2
3180,5
3181,2
3182,6
3183,3
3184,3
3185,0
3186,3
3187,1
3188,1
3189,1
3190,3
3191,2
3192,6
3193,5
3194,2
3195,5
3196,3
3197,4
3198,3
3199,3
3200,5
3201,5
3202,8
3203,1
3204,4
3205,2
3206,5
3207,4
3208,5
3209,2
3210,4
3211,3
3212,6
3213,5
3214,6
3215,4
3216,3
3217,9
3218,4
3219,3
3220,7
3221,1
3222,1
3223,4
3224,5
3225,10
3226,5
3227,4
3228,2
3229,3
3230,5
3231,5
3232,1
3233,4
3234,4
3235,3
3236,5
3237,4
3238,2
3239,3
3240,4
3241,1
3242,7
3243,5
3244,3
3245,1
3246,3
3247,8
3248,6
3249,0
3250,3
3251,6
3252,4
3253,4
3254,4
3255,4
3256,8
3257,5
3258,6
3259,5
3260,5
3261,2
3262,3
3263,5
3264,6
3265,2
3266,4
3267,3
3268,4
3269,1
3270,9
3271,6
3272,2
3273,0
3274,6
3275,3
3276,5
3277,3
3278,8
3279,8
3280,3
3281,7
3282,3
3283,3
3284,2
3285,8
3286,4
3287,3
3288,7
3289,2
3290,6
3291,10
3292,6
3293,2
3294,7
3295,1
3296,2
3297,3
3298,4
3299,2
3300,3
3301,6
3302,1
3303,6
3304,4
3305,5
3306,8
3307,6
3308,5
3309,5
3310,3
3311,3
3312,4
3313,3
3314,7
3315,3
3316,4
3317,4
3318,2
3319,3
3320,7
3321,3
3322,5
3323,6
3324,2
3325,1
3326,5
3327,2
3328,5
3329,4
3330,6
3331,2
3332,1
3333,0
3334,3
3335,4
3336,3
3337,3
3338,3
3339,2
3340,0
3341,3
3342,1
3343,4
3344,4
3345,2
3346,8
3347,1
3348,4
3349,5
3350,5
3351,6
3352,6
3353,3
3354,5
3355,4
3356,2
3357,3
3358,4
3359,5
3360,10
3361,5
3362,3
3363,1
3364,3
3365,0
3366,7
3367,4
3368,3
3369,4
3370,2
3371,5
3372,2
3373,6
3374,3
3375,9
3376,9
3377,6
3378,5
3379,4
3380,7
3381,5
3382,4
3383,1
3384,6
3385,3
3386,4
3387,2
3388,3
3389,3
3390,7
3391,4
3392,2
3393,4
3394,3
3395,8
3396,4
3397,2
3398,2
3399,5
3400,5
3401,3
3402,1
3403,6
3404,4
3405,5
3406,5
3407,0
3408,6
3409,3
3410,11
3411,7
3412,2
3413,1
3414,4
3415,7
3416,6
3417,3
3418,10
3419,4
3420,5
3421,1
3422,2
3423,4
3424,2
3425,4
3426,2
3427,3
3428,3
3429,4
3430,5
3431,4
3432,3
3433,5
3434,6
3435,4
3436,2
3437,5
3438,3
3439,9
3440,3
3441,5
3442,6
3443,4
3444,6
3445,3
3446,3
3447,8
3448,3
3449,3
3450,6
3451,0
3452,6
3453,3
3454,4
3455,2
3456,5
3457,1
3458,3
3459,2
3460,6
3461,2
3462,7
3463,1
3464,4
3465,5
3466,4
3467,1
3468,5
3469,3
3470,7
3471,9
3472,2
3473,4
3474,3
3475,7
3476,3
3477,4
3478,4
3479,5
3480,5
3481,8
3482,5
3483,4
3484,4
3485,5
3486,2
3487,4
3488,6
3489,2
3490,3
3491,4
3492,4
3493,7
3494,5
3495,6
3496,3
3497,2
3498,3
3499,5
3500,3
3501,3
3502,2
3503,6
3504,4
3505,7
3506,3
3507,2
3508,6
3509,1
3510,4
3511,6
3512,2
3513,6
3514,3
3515,7
3516,3
3517,0
3518,7
3519,5
3520,5
3521,7
3522,2
3523,6
3524,5
3525,4
3526,3
3527,6
3528,1
3529,6
3530,2
3531,5
3532,6
3533,2
3534,3
3535,3
3536,2
3537,2
3538,6
3539,4
3540,3
3541,5
3542,5
3543,5
3544,6
3545,2
3546,6
3547,6
3548,2
3549,6
3550,2
3551,0
3552,6
3553,5
3554,4
3555,7
3556,1
3557,5
3558,5
3559,3
3560,7
3561,4
3562,4
3563,5
3564,4
3565,3
3566,5
3567,5
3568,0
3569,2
3570,4
3571,2
3572,5
3573,7
3574,5
3575,2
3576,3
3577,6
3578,4
3579,4
3580,5
3581,3
3582,5
3583,8
3584,6
3585,2
3586,6
3587,6
3588,4
3589,4
3590,2
3591,3
3592,4
3593,6
3594,4
3595,3
3596,5
3597,5
3598,1
3599,6
3600,2
3601,2
3602,6
3603,2
3604,7
3605,5
3606,2
3607,4
3608,4
3609,3
3610,4
3611,6
3612,5
3613,7
3614,4
3615,8
3616,5
3617,2
3618,3
3619,4
3620,3
3621,7
3622,2
3623,3
3624,2
3625,5
3626,3
3627,2
3628,8
3629,4
3630,3
3631,8
3632,4
3633,2
3634,4
3635,7
3636,3
3637,3
3638,5
3639,3
3640,4
3641,4
3642,6
3643,3
3644,4
3645,1
3646,7
3647,3
3648,5
3649,0
3650,3
3651,2
3652,3
3653,4
3654,8
3655,5
3656,6
3657,3
3658,3
3659,8
3660,7
3661,4
3662,8
3663,2
3664,3
3665,4
3666,5
3667,4
3668,2
3669,5
3670,6
3671,0
3672,3
3673,1
3674,6
3675,6
3676,2
3677,5
3678,6
3679,0
3680,5
3681,4
3682,4
3683,4
3684,0
3685,2
3686,5
3687,4
3688,5
3689,2
3690,9
3691,10
3692,5
3693,6
3694,1
3695,7
3696,3
3697,4
3698,7
3699,7
3700,4
3701,2
3702,5
3703,3
3704,4
3705,3
3706,3
3707,4
3708,5
3709,7
3710,6
3711,5
3712,3
3713,6
3714,4
3715,5
3716,4
3717,8
3718,3
3719,4
3720,6
3721,2
3722,6
3723,5
3724,2
3725,4
3726,2
3727,3
3728,1
3729,1
3730,7
3731,6
3732,1
3733,2
3734,9
3735,2
3736,4
3737,4
3738,1
3739,2
3740,5
3741,6
3742,3
3743,7
3744,5
3745,3
3746,7
3747,2
3748,6
3749,5
3750,3
3751,2
3752,3
3753,2
3754,3
3755,5
3756,0
3757,7
3758,4
3759,5
3760,3
3761,8
3762,5
3763,3
3764,1
3765,5
3766,3
3767,3
3768,6
3769,2
3770,5
3771,5
3772,3
3773,3
3774,4
3775,2
3776,7
3777,5
3778,8
3779,7
3780,3
3781,5
3782,5
3783,6
3784,6
3785,6
3786,1
3787,3
3788,0
3789,2
3790,4
3791,4
3792,1
3793,4
3794,0
3795,4
3796,4
3797,4
3798,0
3799,0
3800,5
3801,4
3802,2
3803,4
3804,2
3805,3
3806,4
3807,3
3808,3
3809,3
3810,3
3811,2
3812,3
3813,4
3814,6
3815,4
3816,4
3817,1
3818,5
3819,7
3820,3
3821,2
3822,8
3823,4
3824,5
3825,7
3826,4
3827,6
3828,11
3829,6
3830,4
3831,3
3832,2
3833,2
3834,5
3835,6
3836,4
3837,2
3838,1
3839,5
3840,7
3841,3
3842,8
3843,3
3844,1
3845,4
3846,5
3847,6
3848,3
3849,1
3850,5
3851,3
3852,1
3853,10
3854,3
3855,5
3856,3
3857,2
3858,5
3859,3
3860,1
3861,5
3862,3
3863,8
3864,4
3865,5
3866,1
3867,3
3868,3
3869,5
3870,4
3871,3
3872,2
3873,3
3874,3
3875,4
3876,1
3877,2
3878,7
3879,1
3880,7
3881,8
3882,3
3883,4
3884,5
3885,4
3886,4
3887,8
3888,2
3889,3
3890,4
3891,7
3892,4
3893,8
3894,6
3895,3
3896,3
3897,6
3898,6
3899,1
3900,4
3901,3
3902,6
3903,7
3904,3
3905,5
3906,3
3907,2
3908,6
3909,9
3910,1
3911,4
3912,8
3913,8
3914,3
3915,2
3916,2
3917,2
3918,3
3919,8
3920,5
3921,1
3922,3
3923,2
3924,2
3925,1
3926,2
3927,1
3928,1
3929,6
3930,5
3931,3
3932,9
3933,6
3934,6
3935,4
3936,5
3937,4
3938,3
3939,5
3940,4
3941,5
3942,1
3943,5
3944,3
3945,9
3946,6
3947,4
3948,2
3949,2
3950,2
3951,5
3952,7
3953,7
3954,5
3955,6
3956,3
3957,6
3958,4
3959,1
3960,4
3961,3
3962,5
3963,4
3964,4
3965,4
3966,2
3967,2
3968,2
3969,5
3970,6
3971,5
3972,3
3973,5
3974,3
3975,9
3976,1
3977,5
3978,3
3979,4
3980,6
3981,3
3982,3
3983,8
3984,6
3985,4
3986,4
3987,5
3988,2
3989,3
3990,3
3991,3
3992,5
3993,2
3994,1
3995,4
3996,5
3997,10
3998,4
3999,1
4000,6
4001,3
4002,3
4003,2
4004,4
4005,1
4006,7
4007,2
4008,5
4009,2
4010,5
4011,8
4012,4
4013,4
4014,3
4015,2
4016,2
4017,4
4018,7
4019,7
4020,5
4021,3
4022,4
4023,5
4024,4
4025,6
4026,8
4027,2
4028,2
4029,1
4030,5
4031,1
4032,5
4033,1
4034,2
4035,3
4036,1
4037,6
4038,4
4039,4
4040,7
4041,3
4042,1
4043,3
4044,3
4045,2
4046,6
4047,4
4048,3
4049,5
4050,6
4051,8
4052,7
4053,5
4054,3
4055,5
4056,3
4057,4
4058,3
4059,2
4060,3
4061,5
4062,4
4063,2
4064,5
4065,4
4066,4
4067,4
4068,8
4069,2
4070,4
4071,4
4072,4
4073,1
4074,3
4075,5
4076,4
4077,5
4078,0
4079,1
4080,2
4081,5
4082,7
4083,5
4084,5
4085,6
4086,4
4087,3
4088,3
4089,2
4090,3
4091,7
4092,3
4093,4
4094,3
4095,3
4096,6
4097,5
4098,5
4099,4
4100,5
4101,1
4102,7
4103,3
4104,5
4105,6
4106,5
4107,6
4108,3
4109,6
4110,4
4111,4
4112,1
4113,5
4114,1
4115,3
4116,4
4117,4
4118,7
4119,4
4120,8
4121,5
4122,1
4123,7
4124,2
4125,0
4126,3
4127,3
4128,3
4129,3
4130,3
4131,2
4132,5
4133,4
4134,4
4135,1
4136,3
4137,4
4138,3
4139,3
4140,2
4141,1
4142,8
4143,5
4144,0
4145,5
4146,2
4147,5
4148,8
4149,2
4150,6
4151,5
4152,4
4153,9
4154,0
4155,3
4156,1
4157,4
4158,4
4159,2
4160,4
4161,5
4162,2
4163,4
4164,2
4165,1
4166,3
4167,4
4168,6
4169,5
4170,0
4171,8
4172,6
4173,1
4174,3
4175,5
4176,7
4177,6
4178,4
4179,2
4180,4
4181,5
4182,5
4183,3
4184,3
4185,2
4186,2
4187,5
4188,7
4189,4
4190,4
4191,2
4192,4
4193,5
4194,3
4195,4
4196,5
4197,2
4198,7
4199,1
4200,2
4201,3
4202,5
4203,5
4204,2
4205,3
4206,4
4207,3
4208,3
4209,4
4210,3
4211,5
4212,3
4213,7
4214,7
4215,5
4216,3
4217,5
4218,2
4219,1
4220,5
4221,2
4222,1
4223,4
4224,5
4225,3
4226,3
4227,3
4228,6
4229,7
4230,2
4231,10
4232,1
4233,9
4234,0
4235,3
4236,3
4237,5
4238,6
4239,6
4240,4
4241,6
4242,2
4243,1
4244,4
4245,2
4246,1
4247,4
4248,7
4249,5
4250,6
4251,6
4252,3
4253,3
4254,4
4255,3
4256,4
4257,3
4258,5
4259,4
4260,2
4261,3
4262,2
4263,6
4264,3
4265,3
4266,2
4267,3
4268,4
4269,4
4270,1
4271,4
4272,2
4273,3
4274,6
4275,3
4276,6
4277,4
4278,0
4279,6
4280,5
4281,4
4282,4
4283,2
4284,6
4285,7
4286,6
4287,4
4288,5
4289,2
4290,5
4291,4
4292,4
4293,6
4294,2
4295,7
4296,3
4297,6
4298,2
4299,4
4300,3
4301,6
4302,4
4303,2
4304,4
4305,4
4306,5
4307,8
4308,5
4309,1
4310,6
4311,6
4312,2
4313,3
4314,5
4315,3
4316,6
4317,7
4318,3
4319,5
4320,5
4321,5
4322,2
4323,1
4324,5
4325,2
4326,4
4327,2
4328,4
4329,3
4330,3
4331,4
4332,2
4333,4
4334,4
4335,6
4336,3
4337,5
4338,5
4339,5
4340,4
4341,3
4342,7
4343,3
4344,7
4345,3
4346,6
4347,6
4348,3
4349,5
4350,6
4351,5
4352,3
4353,1
4354,2
4355,3
4356,4
4357,4
4358,4
4359,4
4360,4
4361,3
4362,2
4363,4
4364,8
4365,5
4366,4
4367,1
4368,3
4369,5
4370,7
4371,4
4372,4
4373,3
4374,7
4375,3
4376,3
4377,4
4378,1
4379,3
4380,6
4381,4
4382,3
4383,7
4384,4
4385,2
4386,6
4387,5
4388,6
4389,4
4390,7
4391,2
4392,10
4393,1
4394,7
4395,6
4396,7
4397,2
4398,5
4399,1
4400,4
4401,6
4402,2
4403,3
4404,0
4405,2
4406,4
4407,6
4408,3
4409,1
4410,5
4411,7
4412,2
4413,4
4414,3
4415,2
4416,4
4417,3
4418,2
4419,5
4420,3
4421,6
4422,2
4423,5
4424,1
4425,5
4426,3
4427,4
4428,5
4429,5
4430,2
4431,3
4432,3
4433,5
4434,6
4435,5
4436,4
4437,8
4438,10
4439,3
4440,2
4441,2
4442,4
4443,7
4444,5
4445,8
4446,3
4447,2
4448,5
4449,2
4450,6
4451,6
4452,2
4453,3
4454,2
4455,4
4456,8
4457,8
4458,3
4459,5
4460,3
4461,2
4462,9
4463,3
4464,2
4465,0
4466,2
4467,6
4468,6
4469,7
4470,3
4471,6
4472,6
4473,5
4474,7
4475,5
4476,4
4477,2
4478,4
4479,3
4480,6
4481,9
4482,0
4483,10
4484,3
4485,3
4486,3
4487,6
4488,3
4489,5
4490,3
4491,6
4492,4
4493,5
4494,7
4495,4
4496,4
4497,5
4498,3
4499,8
4500,4
4501,3
4502,4
4503,5
4504,1
4505,4
4506,4
4507,5
4508,7
4509,8
4510,6
4511,4
4512,5
4513,4
4514,15
4515,2
4516,4
4517,6
4518,6
4519,1
4520,3
4521,2
4522,3
4523,4
4524,6
4525,6
4526,1
4527,7
4528,4
4529,7
4530,4
4531,3
4532,1
4533,4
4534,1
4535,5
4536,4
4537,4
4538,2
4539,6
4540,4
4541,4
4542,4
4543,2
4544,5
4545,5
4546,2
4547,1
4548,9
4549,5
4550,3
4551,6
4552,6
4553,3
4554,6
4555,4
4556,4
4557,2
4558,2
4559,4
4560,5
4561,2
4562,3
4563,0
4564,5
4565,7
4566,1
4567,3
4568,1
4569,8
4570,5
4571,5
4572,3
4573,3
4574,2
4575,6
4576,6
4577,4
4578,2
4579,4
4580,2
4581,3
4582,5
4583,5
4584,5
4585,4
4586,3
4587,3
4588,4
4589,2
4590,1
4591,4
4592,4
4593,1
4594,2
4595,2
4596,3
4597,8
4598,5
4599,3
4600,4
4601,5
4602,6
4603,1
4604,1
4605,6
4606,2
4607,5
4608,5
4609,2
4610,2
4611,6
4612,5
4613,5
4614,3
4615,3
4616,6
4617,7
4618,3
4619,6
4620,5
4621,7
4622,4
4623,5
4624,1
4625,6
4626,3
4627,5
4628,11
4629,5
4630,3
4631,0
4632,3
4633,3
4634,4
4635,4
4636,3
4637,4
4638,3
4639,3
4640,5
4641,3
4642,11
4643,1
4644,5
4645,5
4646,7
4647,3
4648,4
4649,9
4650,1
4651,5
4652,7
4653,4
4654,2
4655,1
4656,2
4657,4
4658,5
4659,5
4660,5
4661,3
4662,4
4663,6
4664,2
4665,4
4666,4
4667,5
4668,5
4669,6
4670,7
4671,4
4672,0
4673,6
4674,5
4675,4
4676,3
4677,3
4678,8
4679,4
4680,2
4681,6
4682,4
4683,4
4684,4
4685,1
4686,5
4687,2
4688,3
4689,4
4690,4
4691,5
4692,2
4693,4
4694,7
4695,3
4696,5
4697,2
4698,2
4699,4
4700,0
4701,4
4702,4
4703,5
4704,4
4705,5
4706,1
4707,7
4708,3
4709,2
4710,3
4711,3
4712,5
4713,4
4714,3
4715,4
4716,4
4717,4
4718,4
4719,0
4720,6
4721,5
4722,4
4723,6
4724,4
4725,5
4726,7
4727,6
4728,3
4729,4
4730,4
4731,3
4732,4
4733,1
4734,3
4735,2
4736,4
4737,3
4738,4
4739,4
4740,8
4741,9
4742,3
4743,4
4744,5
4745,3
4746,4
4747,4
4748,5
4749,3
4750,4
4751,7
4752,3
4753,5
4754,2
4755,6
4756,3
4757,3
4758,4
4759,7
4760,6
4761,7
4762,4
4763,6
4764,4
4765,4
4766,0
4767,2
4768,3
4769,2
4770,6
4771,3
4772,4
4773,4
4774,5
4775,4
4776,5
4777,2
4778,2
4779,4
4780,3
4781,7
4782,2
4783,0
4784,4
4785,5
4786,5
4787,4
4788,1
4789,4
4790,6
4791,4
4792,5
4793,6
4794,4
4795,4
4796,3
4797,4
4798,8
4799,1
4800,1
4801,4
4802,4
4803,2
4804,2
4805,1
4806,6
4807,5
4808,1
4809,2
4810,5
4811,3
4812,5
4813,3
4814,4
4815,3
4816,4
4817,7
4818,4
4819,2
4820,8
4821,4
4822,2
4823,1
4824,6
4825,4
4826,7
4827,3
4828,7
4829,3
4830,4
4831,3
4832,3
4833,7
4834,6
4835,4
4836,2
4837,6
4838,6
4839,3
4840,3
4841,9
4842,4
4843,2
4844,2
4845,3
4846,3
4847,5
4848,3
4849,8
4850,2
4851,4
4852,3
4853,4
4854,4
4855,2
4856,4
4857,4
4858,4
4859,3
4860,4
4861,10
4862,5
4863,4
4864,2
4865,7
4866,5
4867,4
4868,3
4869,3
4870,0
4871,5
4872,4
4873,5
4874,6
4875,2
4876,6
4877,2
4878,10
4879,4
4880,5
4881,7
4882,4
4883,0
4884,2
4885,9
4886,7
4887,5
4888,3
4889,2
4890,3
4891,6
4892,5
4893,0
4894,7
4895,1
4896,2
4897,7
4898,3
4899,5
4900,1
4901,5
4902,6
4903,6
4904,0
4905,3
4906,1
4907,6
4908,3
4909,6
4910,2
4911,5
4912,8
4913,6
4914,5
4915,4
4916,2
4917,6
4918,4
4919,5
4920,2
4921,5
4922,2
4923,2
4924,1
4925,6
4926,8
4927,3
4928,6
4929,4
4930,2
4931,7
4932,8
4933,3
4934,3
4935,5
4936,3
4937,4
4938,4
4939,1
4940,3
4941,5
4942,4
4943,4
4944,3
4945,2
4946,6
4947,3
4948,1
4949,6
4950,2
4951,4
4952,3
4953,6
4954,3
4955,3
4956,2
4957,5
4958,2
4959,3
4960,5
4961,2
4962,3
4963,4
4964,2
4965,2
4966,8
4967,3
4968,6
4969,4
4970,4
4971,1
4972,1
4973,5
4974,5
4975,2
4976,2
4977,2
4978,6
4979,3
4980,2
4981,7
4982,2
4983,3
4984,8
4985,6
4986,3
4987,4
4988,4
4989,6
4990,3
4991,3
4992,1
4993,3
4994,6
4995,5
4996,1
4997,1
4998,9
4999,3
5000,4
5001,5
5002,7
5003,4
5004,4
5005,7
5006,3
5007,5
5008,0
5009,3
5010,5
5011,1
5012,5
5013,2
5014,4
5015,2
5016,3
5017,3
5018,4
5019,2
5020,5
5021,7
5022,6
5023,2
5024,4
5025,3
5026,7
5027,4
5028,3
5029,3
5030,2
5031,5
5032,2
5033,3
5034,9
5035,4
5036,2
5037,4
5038,7
5039,2
5040,0
5041,0
5042,3
5043,2
5044,1
5045,4
5046,1
5047,5
5048,8
5049,3
5050,1
5051,6
5052,4
5053,6
5054,4
5055,0
5056,7
5057,2
5058,5
5059,4
5060,2
5061,5
5062,7
5063,3
5064,1
5065,3
5066,2
5067,6
5068,5
5069,2
5070,2
5071,4
5072,4
5073,3
5074,1
5075,6
5076,4
5077,5
5078,3
5079,6
5080,3
5081,5
5082,3
5083,9
5084,7
5085,5
5086,4
5087,2
5088,4
5089,7
5090,7
5091,2
5092,2
5093,5
5094,11
5095,2
5096,5
5097,5
5098,2
5099,3
5100,7
5101,3
5102,6
5103,2
5104,4
5105,1
5106,3
5107,2
5108,3
5109,4
5110,4
5111,3
5112,1
5113,3
5114,3
5115,4
5116,6
5117,6
5118,1
5119,4
5120,6
5121,2
5122,4
5123,4
5124,7
5125,7
5126,5
5127,2
5128,8
5129,2
5130,8
5131,3
5132,7
5133,4
5134,2
5135,7
5136,4
5137,4
5138,4
5139,6
5140,4
5141,5
5142,5
5143,8
5144,2
5145,4
5146,4
5147,5
5148,4
5149,5
5150,3
5151,6
5152,1
5153,5
5154,5
5155,7
5156,2
5157,2
5158,2
5159,6
5160,2
5161,2
5162,5
5163,4
5164,3
5165,8
5166,6
5167,7
5168,3
5169,5
5170,2
5171,5
5172,3
5173,3
5174,7
5175,6
5176,4
5177,6
5178,2
5179,3
5180,6
5181,0
5182,2
5183,2
5184,4
5185,3
5186,2
5187,5
5188,7
5189,4
5190,3
5191,5
5192,1
5193,2
5194,2
5195,3
5196,4
5197,3
5198,3
5199,2
5200,2
5201,7
5202,3
5203,7
5204,5
5205,2
5206,4
5207,3
5208,3
5209,4
5210,1
5211,2
5212,4
5213,6
5214,7
5215,3
5216,5
5217,7
5218,2
5219,3
5220,6
5221,3
5222,3
5223,2
5224,5
5225,4
5226,4
5227,3
5228,4
5229,3
5230,2
5231,5
5232,2
5233,4
5234,1
5235,4
5236,3
5237,4
5238,5
5239,4
5240,4
5241,3
5242,5
5243,6
5244,2
5245,5
5246,4
5247,6
5248,0
5249,3
5250,2
5251,4
5252,7
5253,7
5254,5
5255,4
5256,5
5257,6
5258,4
5259,7
5260,1
5261,4
5262,2
5263,4
5264,3
5265,5
5266,3
5267,5
5268,1
5269,2
5270,1
5271,6
5272,3
5273,2
5274,7
5275,4
5276,2
5277,5
5278,4
5279,5
5280,3
5281,4
5282,5
5283,7
5284,5
5285,3
5286,4
5287,3
5288,4
5289,5
5290,4
5291,5
5292,3
5293,6
5294,4
5295,5
5296,4
5297,10
5298,7
5299,6
5300,5
5301,4
5302,3
5303,2
5304,4
5305,6
5306,5
5307,2
5308,6
5309,4
5310,4
5311,3
5312,7
5313,4
5314,3
5315,3
5316,7
5317,4
5318,2
5319,8
5320,2
5321,5
5322,0
5323,3
5324,7
5325,2
5326,5
5327,4
5328,7
5329,5
5330,4
5331,3
5332,6
5333,4
5334,5
5335,5
5336,5
5337,6
5338,2
5339,5
5340,4
5341,6
5342,2
5343,6
5344,2
5345,3
5346,6
5347,6
5348,1
5349,2
5350,5
5351,4
5352,7
5353,8
5354,4
5355,3
5356,10
5357,2
5358,0
5359,6
5360,6
5361,4
5362,1
5363,5
5364,4
5365,8
5366,1
5367,4
5368,2
5369,1
5370,4
5371,3
5372,8
5373,2
5374,3
5375,6
5376,1
5377,7
5378,2
5379,0
5380,5
5381,3
5382,7
5383,7
5384,5
5385,3
5386,3
5387,5
5388,6
5389,3
5390,2
5391,6
5392,0
5393,5
5394,4
5395,3
5396,8
5397,4
5398,6
5399,5
5400,6
5401,5
5402,3
5403,5
5404,4
5405,2
5406,4
5407,3
5408,4
5409,3
5410,2
5411,4
5412,5
5413,3
5414,5
5415,1
5416,7
5417,3
5418,2
5419,3
5420,2
5421,3
5422,4
5423,9
5424,3
5425,7
5426,4
5427,4
5428,8
5429,4
5430,3
5431,5
5432,4
5433,5
5434,6
5435,3
5436,3
5437,2
5438,1
5439,5
5440,2
5441,4
5442,3
5443,5
5444,1
5445,3
5446,4
5447,2
5448,3
5449,4
5450,7
5451,4
5452,4
5453,1
5454,1
5455,4
5456,5
5457,5
5458,3
5459,3
5460,5
5461,2
5462,3
5463,5
5464,7
5465,6
5466,3
5467,3
5468,6
5469,4
5470,3
5471,3
5472,5
5473,2
5474,2
5475,3
5476,4
5477,2
5478,3
5479,5
5480,5
5481,6
5482,5
5483,5
5484,4
5485,6
5486,2
5487,4
5488,5
5489,5
5490,10
5491,1
5492,5
5493,4
5494,5
5495,3
5496,5
5497,4
5498,5
5499,2
5500,2
5501,2
5502,1
5503,1
5504,2
5505,9
5506,5
5507,2
5508,7
5509,2
5510,7
5511,1
5512,7
5513,4
5514,6
5515,5
5516,3
5517,4
5518,6
5519,5
5520,3
5521,2
5522,1
5523,5
5524,3
5525,4
5526,1
5527,6
5528,3
5529,2
5530,1
5531,7
5532,2
5533,3
5534,3
5535,2
5536,4
5537,5
5538,2
5539,3
5540,5
5541,5
5542,4
5543,2
5544,4
5545,3
5546,6
5547,3
5548,3
5549,3
5550,2
5551,5
5552,4
5553,4
5554,7
5555,5
5556,6
5557,3
5558,5
5559,3
5560,6
5561,6
5562,7
5563,2
5564,5
5565,6
5566,8
5567,2
5568,8
5569,4
5570,3
5571,3
5572,4
5573,4
5574,4
5575,4
5576,5
5577,7
5578,7
5579,3
5580,3
5581,3
5582,1
5583,3
5584,3
5585,4
5586,1
5587,4
5588,3
5589,2
5590,1
5591,3
5592,4
5593,6
5594,1
5595,4
5596,6
5597,6
5598,6
5599,6
5600,7
5601,3
5602,4
5603,2
5604,4
5605,2
5606,6
5607,2
5608,4
5609,4
5610,4
5611,2
5612,0
5613,2
5614,0
5615,2
5616,4
5617,4
5618,5
5619,3
5620,1
5621,7
5622,3
5623,6
5624,4
5625,2
5626,6
5627,5
5628,5
5629,4
5630,5
5631,4
5632,2
5633,6
5634,2
5635,5
5636,4
5637,2
5638,3
5639,8
5640,8
5641,3
5642,5
5643,8
5644,2
5645,7
5646,8
5647,4
5648,2
5649,2
5650,7
5651,3
5652,3
5653,3
5654,5
5655,5
5656,2
5657,3
5658,2
5659,3
5660,3
5661,3
5662,5
5663,2
5664,3
5665,1
5666,5
5667,3
5668,3
5669,1
5670,4
5671,4
5672,7
5673,3
5674,3
5675,4
5676,2
5677,5
5678,8
5679,4
5680,5
5681,2
5682,5
5683,4
5684,1
5685,2
5686,8
5687,1
5688,3
5689,3
5690,4
5691,2
5692,4
5693,4
5694,6
5695,3
5696,2
5697,11
5698,1
5699,4
5700,6
5701,2
5702,4
5703,7
5704,3
5705,2
5706,4
5707,2
5708,7
5709,3
5710,4
5711,6
5712,2
5713,3
5714,2
5715,3
5716,2
5717,2
5718,7
5719,7
5720,6
5721,5
5722,4
5723,7
5724,2
5725,6
5726,4
5727,1
5728,3
5729,6
5730,3
5731,1
5732,2
5733,8
5734,4
5735,3
5736,4
5737,4
5738,3
5739,4
5740,3
5741,1
5742,5
5743,2
5744,6
5745,8
5746,2
5747,2
5748,5
5749,4
5750,3
5751,3
5752,5
5753,1
5754,3
5755,3
5756,7
5757,2
5758,6
5759,3
5760,3
5761,5
5762,2
5763,2
5764,3
5765,2
5766,12
5767,5
5768,4
5769,3
5770,7
5771,2
5772,3
5773,4
5774,3
5775,6
5776,2
5777,6
5778,9
5779,2
5780,3
5781,7
5782,4
5783,6
5784,3
5785,6
5786,4
5787,6
5788,2
5789,5
5790,4
5791,2
5792,6
5793,3
5794,1
